groupz    galz    R200    Sigma    Lgroup    Nmemb    Mgroup    DeltaLSS    dR200    MassBest    nI    nB    gReI    gReB    diskhI-tot    diskhB-tot    bulgeRe-I    bulgeRe-B    diskInc-I    diskInc-B    SFRBest    sSFRBest    B-I    Jmag    Hmag    Kmag    BulgeMass    DiskMass    FUV-NUV    umag    gmag    rmag    imag    zmag    
0.05294     0.05257     0.283      58.3     3.5286e+10       5     2.7171e+12      0.566     2.097     7.1500e+09       0.80       0.70       3.881       4.742       2.480       3.117       1.995       1.497      75.959      76.734      0.0473     .6141e-12       1.315     16.412     15.570     17.806     NA    .7435e+09      -0.236     NA    NA    NA    NA    NA    
0.05294     0.05336     0.283      58.3     3.5286e+10       5     2.7171e+12      0.566     1.839     4.2800e+09       6.16       2.51       5.658       3.381     NA    NA      1.553       1.553      20.610      20.610      0.2732     .3826e-11       0.991     16.914     NA    NA    .8373e+09      .1097e+09       0.246     NA    NA    NA    NA    NA    
0.05294     0.05303     0.283      58.3     3.5286e+10       5     2.7171e+12      0.566     0.000     2.0800e+10       3.78       3.94       3.923       4.577     NA    NA      1.881       2.143      60.848      60.848      0.0001     .0000e-14       1.415     15.014     14.961     14.770     .6217e+10      .3223e+10      NA    NA    NA    NA    NA    NA    
0.05294     0.05324     0.283      58.3     3.5286e+10       5     2.7171e+12      0.566     0.726     8.4700e+09       2.27       1.80       2.509       2.398     NA    NA      0.707       0.536      45.345      45.345      0.0470     .5477e-12       1.285     15.953     15.977     16.101     .8346e+09      .2794e+09      NA    NA    NA    NA    NA    NA    
0.05294     0.05299     0.283      58.3     3.5286e+10       5     2.7171e+12      0.566     1.180     2.2000e+09       2.95       3.13      16.901      18.682       3.520       4.002       2.479     NA     44.028     NA     5.2573     .3897e-09       0.751     17.564     NA    15.334     NA    NA    NA    NA    NA    NA    NA    NA    
0.05276     0.05373     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     2.213     3.8700e+10       6.69       4.73      11.191       8.154     NA    NA      1.555       2.359      61.660      62.352      0.3789     .7897e-12       1.380     14.595     14.021     14.539     .5937e+10      .4073e+10       0.565     NA    NA    NA    NA    NA    
0.05276     0.05260     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     1.892     1.6300e+10       1.74       2.04       2.191       2.405     NA    NA    NA    NA    NA    NA     1.4234     .7326e-11       1.060     15.131     14.988     15.235     NA    NA     0.381     NA    NA    NA    NA    NA    
0.05276     0.05250     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.973     3.2200e+10       2.29       1.48       3.076       3.138     NA    NA      2.194       1.568      48.450      48.450      0.9077     .8189e-11       1.059     15.500     15.053     15.612     .1569e+09      .2101e+09      NA    NA    NA    NA    NA    NA    
0.05276     0.05155     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     1.104     2.2700e+10       1.96       0.98       7.725       6.631       3.134       3.992       3.181       3.203      26.989      28.720      4.1207     .8153e-10       0.848     14.648     14.084     14.632     .1307e+10      .3901e+10       0.399     NA    NA    NA    NA    NA    
0.05276     0.05139     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.955     2.4000e+10       3.15       2.63       1.879       2.020     NA    NA      0.949       1.531      49.474      38.309      0.0047     .9759e-13       1.334     15.180     15.273     15.390     .3197e+09      .6855e+10      NA    NA    NA    NA    NA    NA    
0.05276     0.05297     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     1.207     2.3000e+09     NA      0.45     NA      7.342       4.355       4.981       4.689       3.761      85.272      85.000      0.8023     .4885e-10       0.907     16.372     16.163     NA    NA    .8263e+09       0.370     NA    NA    NA    NA    NA    
0.05276     0.05317     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     1.236     2.5400e+09       2.75       2.67       1.954       1.797     NA    NA      1.286       1.286      55.482      55.482      0.1089     .2856e-11       1.044     16.876     17.058     16.920     .7439e+09      .0151e+09       0.219     NA    NA    NA    NA    NA    
0.05276     0.05395     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.891     1.1300e+09       1.30       1.03       2.943       3.461       1.595       2.047       1.215       2.245      57.000      54.598      0.5205     .6064e-10       0.731     17.456     16.730     NA    .1229e+08      .4971e+08       0.310     NA    NA    NA    NA    NA    
0.05276     0.05399     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     1.044     7.9600e+08       0.94       0.67       4.239       4.445       2.579       2.919     NA    NA    NA    NA     0.5166     .4899e-10       0.708     NA    16.417     NA    NA    NA     0.808     NA    NA    NA    NA    NA    
0.05276     0.05379     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     1.815     1.2190e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05276     0.05223     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.348     2.0200e+11     NA      3.17     NA      4.940     NA    NA      1.177       1.219      76.231      75.812      0.0006     .0000e-14       1.493     NA    NA    NA    .7682e+10      .1828e+10      NA    NA    NA    NA    NA    NA    
0.05276     0.05200     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.000     2.3400e+11       3.46       3.97       5.228       6.538     NA    NA      3.595       2.982      53.202      47.022      1.6673     .1251e-12       1.521     13.699     13.291     13.715     .6529e+11      .3588e+09      NA    NA    NA    NA    NA    NA    
0.05276     0.05209     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.623     7.2500e+09       1.96       1.82       1.996       1.989     NA    NA      0.987       0.857      66.406      66.406      0.0406     .6069e-12       1.284     16.805     17.575     17.451     .8019e+09      .3411e+09      NA    NA    NA    NA    NA    NA    
0.05276     0.05244     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.207     2.4500e+10       2.26       2.48       2.409       2.604     NA    NA    NA      1.278     NA     49.216      0.6906     .8189e-11       1.277     15.941     15.384     15.968     NA    NA    NA    NA    NA    NA    NA    NA    
0.05276     0.05206     0.689     255.4     1.7488e+11      15     3.9057e+13      0.966     0.277     2.2700e+10       2.54       2.17       3.509       3.565     NA    NA      1.471       2.211      78.485      77.518      0.0001     .0000e-14       1.306     16.362     15.521     16.110     .3484e+09      .1925e+09      NA    NA    NA    NA    NA    NA    
0.05366     0.05308     0.325     172.1     4.6102e+10       5     4.1157e+12      0.294     0.927     2.2800e+08       0.93       0.66       2.043       2.145       1.250       1.398       1.736       0.979      62.143      61.036      0.0708     .1072e-10       0.287     19.466     NA    18.708     NA    .6617e+08       0.212     NA    NA    NA    NA    NA    
0.05366     0.05390     0.325     172.1     4.6102e+10       5     4.1157e+12      0.294     0.000     3.1400e+10       5.21       5.28       6.870       8.729     NA    NA      1.413       0.875      49.534      49.534      0.0750     .3883e-12       1.176     14.670     14.466     14.726     .0548e+10      .6617e+10       1.487     NA    NA    NA    NA    NA    
0.05366     0.05390     0.325     172.1     4.6102e+10       5     4.1157e+12      0.294     0.025     1.6900e+09       1.56       1.18       4.692       3.999     NA    NA    NA    NA    NA    NA    14.5341     .6001e-09       1.092     16.447     16.129     16.428     NA    NA     1.204     NA    NA    NA    NA    NA    
0.05366     0.05406     0.325     172.1     4.6102e+10       5     4.1157e+12      0.294     0.431     4.5200e+09       1.16       0.65       7.453       6.990     NA    NA    NA    NA    NA    NA     0.3934     .7033e-11       0.618     15.888     NA    NA    NA    NA    -0.106     NA    NA    NA    NA    NA    
0.05366     0.05423     0.325     172.1     4.6102e+10       5     4.1157e+12      0.294     1.688     7.1200e+08       1.53       0.89       3.650       3.961       1.918       2.403       0.621       0.621      76.759      76.759      1.3898     .9520e-09       0.705     17.161     16.329     NA    .8804e+08      .9871e+08       0.684     NA    NA    NA    NA    NA    
0.05366     0.05327     0.325     172.1     4.6102e+10       5     4.1157e+12      0.294     1.759     5.1600e+09       2.26     NA      9.662     NA    NA    NA      3.465       3.713      80.859      81.266      1.0338     .0036e-10       0.750     17.316     15.715     15.586     .5694e+09      .0425e+09       0.463     NA    NA    NA    NA    NA    
0.05360     0.05379     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     0.458     6.2700e+09       1.22       1.02       4.588       4.572       2.467       2.695     NA    NA    NA    NA     0.2474     .9461e-11       0.900     15.957     15.977     16.427     NA    NA    -0.145     NA    NA    NA    NA    NA    
0.05360     0.05328     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     0.000     1.5100e+11       3.55       3.86       6.799       7.711     NA    NA      3.078       4.421      45.595      42.866      0.1219     .0713e-13       1.318     13.690     13.381     13.688     .8428e+10      .5054e+10      NA    NA    NA    NA    NA    NA    
0.05360     0.05377     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     0.393     7.1300e+09       1.77       2.00       2.457       2.521     NA    NA      1.934       1.934      40.182      40.182      0.0001     .0000e-14       1.227     15.973     16.297     16.620     .4839e+10      .0601e+09      NA    NA    NA    NA    NA    NA    
0.05360     0.05352     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     0.354     8.7200e+09       2.32       2.19       2.972       2.467     NA    NA    NA      0.950     NA     56.515      0.0904     .0361e-11       1.107     16.898     16.796     16.524     NA    NA     0.166     NA    NA    NA    NA    NA    
0.05360     0.05320     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     1.214     4.6300e+10       3.98       3.06       3.306       2.965     NA    NA      1.180       1.394      74.355      76.001      0.0227     .8946e-13       1.442     15.001     14.881     14.987     .0797e+10      .1474e+10       0.483     NA    NA    NA    NA    NA    
0.05360     0.05391     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     0.491     1.4900e+09       0.84       0.81       5.568       5.876       3.517       3.782       2.356       1.395      70.856      70.186      0.1976     .3261e-10       0.582     NA    16.291     NA    NA    .2216e+09       0.185     NA    NA    NA    NA    NA    
0.05360     0.05350     0.410      24.9     6.9694e+10       7     8.2800e+12     -0.260     0.740     4.1500e+09       1.05       0.85       2.872       2.502       1.684       1.572       2.234       2.683      53.235      43.920      0.0592     .4264e-11       1.069     18.557     17.704     NA    .2580e+09      .4902e+08       0.002     NA    NA    NA    NA    NA    
0.05434     0.05469     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     0.638     2.8400e+09       0.95       0.70       3.612       3.531       2.188       2.217       1.935       1.272      77.100      77.952      0.1393     .9058e-11       0.867     17.039     16.841     NA    NA    .0978e+09       0.393     NA    NA    NA    NA    NA    
0.05434     0.05501     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     0.304     2.7300e+09       0.93       0.75       4.505       3.891     NA    NA    NA    NA    NA    NA     0.7260     .6595e-10       0.613     NA    16.432     NA    NA    NA     0.165     NA    NA    NA    NA    NA    
0.05434     0.05290     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     0.098     1.8500e+10       3.72       2.93       7.200       6.478     NA    NA      4.269       4.269      57.044      57.044      0.3094     .6722e-11       1.281     15.189     16.115     14.987     .6004e+10      .5945e+09       0.863     NA    NA    NA    NA    NA    
0.05434     0.05476     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     0.000     5.5600e+10       5.85       6.23      12.332      22.776     NA    NA      2.474       3.040      49.132      47.456      0.0353     .3461e-13       1.323     14.321     14.682     14.131     .8096e+10      .9924e+10      NA    NA    NA    NA    NA    NA    
0.05434     0.05372     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     1.528     2.8500e+10       2.01       1.08       6.031       6.305     NA      3.690       1.580       1.445      62.789      64.011      0.7605     .6685e-11       1.036     15.132     15.435     15.228     .8416e+10      .3518e+10       0.358     NA    NA    NA    NA    NA    
0.05434     0.05373     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     1.292     6.8700e+09       0.78       0.75       2.156       2.170       1.368       1.358       1.353       1.109      60.632      60.661      0.1358     .9773e-11       1.061     16.389     15.973     16.324     NA    .7305e+09       0.620     NA    NA    NA    NA    NA    
0.05434     0.05399     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     0.763     9.7000e+09       0.86       0.88       3.926       4.024       2.448       2.466       1.489       2.713      72.931      71.685      0.0001     .0000e-14       1.318     15.950     15.590     15.666     NA    .3240e+10       2.633     NA    NA    NA    NA    NA    
0.05434     0.05434     0.505     219.3     9.9510e+10       9     1.5457e+13      0.482     1.861     9.0400e+08       1.81       1.31       4.213       4.011       1.811       2.164       1.433       2.461      38.932      38.932      0.3119     .4500e-10       0.584     NA    NA    17.190     .0478e+07      .3307e+08       0.310     NA    NA    NA    NA    NA    
