groupz    galz    R200    Sigma    Lgroup    Nmemb    Mgroup    DeltaLSS    dR200    MassBest    nI    nB    gReI    gReB    diskhI-tot    diskhB-tot    bulgeRe-I    bulgeRe-B    diskInc-I    diskInc-B    SFRBest    sSFRBest    B-I    Jmag    Hmag    Kmag    BulgeMass    DiskMass    FUV-NUV    umag    gmag    rmag    imag    zmag    
0.05076     0.05015     0.631     157.6     1.4784e+11      10     3.0043e+13      0.974     0.570     4.5000e+10       3.17       3.19       2.999       3.538     NA    NA      0.505       0.505       7.379       7.379      0.0803     .7841e-12       1.468     14.440     14.194     14.685     .1335e+10      .8362e+10       1.719     17.982    16.396    15.65    15.216    14.963    
0.05076     0.05080     0.631     157.6     1.4784e+11      10     3.0043e+13      0.974     0.000     6.2700e+10       6.27     NA     12.706     NA    NA    NA      2.031       2.070      32.914      28.722      0.1413     .2533e-12       1.414     13.767     13.750     14.210     .0494e+10      .4489e+10       0.489     17.169    15.736    15.054    14.699    14.375    
0.05076     0.05103     0.631     157.6     1.4784e+11      10     3.0043e+13      0.974     0.540     1.5300e+10       2.41       1.90       1.844       1.628     NA    NA      1.150       1.116      18.300      18.300      0.1979     .2931e-11       1.359     15.701     15.545     16.134     .9415e+09      .2527e+10       1.295     18.792    17.564    16.821    16.433    16.22    
0.05076     0.05051     0.631     157.6     1.4784e+11      10     3.0043e+13      0.974     0.514     2.8700e+10       4.14       2.71       8.403       5.150     NA    NA      0.782       0.782      35.416      35.416      5.2099     .8153e-10       1.244     14.536     14.350     14.527     .6631e+09      .9999e+10       1.187     17.522    16.301    15.695    15.257    15.073    
0.05076     0.05222     0.631     157.6     1.4784e+11      10     3.0043e+13      0.974     0.388     3.0400e+09       0.96       0.66       3.901       3.858       2.342       2.518       3.375       2.947      51.622      51.145      0.2569     .4501e-11       0.776     16.869     16.922     17.117     NA    .5208e+09       0.808     18.839    17.876    17.477    17.183    17.237    
0.05044     0.05038     0.440     -70.0     7.8429e+10       5     1.0186e+13      1.381     1.078     6.6700e+10       1.98       2.04      10.347      12.670     NA    NA      4.860       2.975      84.794      84.794      1.1674     .7503e-11       1.583     14.042     13.530     13.672     .2752e+10      .7772e+10      NA    18.011    16.372    15.507    15.088    14.762    
0.05044     0.05038     0.440     -70.0     7.8429e+10       5     1.0186e+13      1.381     1.089     1.1000e+10       5.53       4.33       5.772       4.184     NA    NA      0.738       1.151       8.726       5.353      0.0001     .0000e-14       1.239     15.203     15.138     15.763     .5693e+09      .7803e+09      NA    19.349    17.424    16.718    16.428    16.24    
0.05044     0.05047     0.440     -70.0     7.8429e+10       5     1.0186e+13      1.381     0.000     1.0100e+11       3.26       3.67       4.961       6.072     NA    NA    NA    NA    NA    NA     0.0001     .0000e-14       1.359     13.742     13.553     13.596     NA    NA    NA    17.494    15.534    14.777    14.417    14.174    
0.05044     0.05049     0.440     -70.0     7.8429e+10       5     1.0186e+13      1.381     0.115     6.0800e+09       1.05       1.15       1.967       2.042       1.162       1.184     NA      0.941     NA     60.387      0.0001     .0000e-14       1.241     16.406     16.240     17.052     NA    NA    NA    19.588    18.093    17.419    17.104    16.922    
0.05044     0.05066     0.440     -70.0     7.8429e+10       5     1.0186e+13      1.381     0.332     3.4300e+10       4.81       3.89       7.584       7.202     NA    NA      3.054       0.961      63.436      63.087      0.2841     .2830e-12       1.415     14.614     14.446     14.600     .3680e+10      .8385e+09      NA    18.171    16.555    15.798    15.397    15.139    
0.05140     0.05118     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     0.283     8.5900e+08       0.87       0.78       3.088       3.702       1.921       2.336       0.968       1.179      75.030      78.227      0.0368     .2856e-11       0.861     18.050     18.054     NA    NA    .4216e+08      NA    NA    NA    NA    NA    NA    
0.05140     0.05092     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     0.000     2.3100e+11       4.43       5.01       9.248      13.688     NA    NA      2.276       5.345      40.999      40.999      0.2394     .0365e-12       1.323     12.994     12.922     13.117     .5305e+10      .0726e+11      NA    NA    NA    NA    NA    NA    
0.05140     0.05164     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     1.032     1.9200e+09       1.07       0.85       4.271       4.292       2.482       2.675     NA      2.083     NA     73.318      1.1389     .9319e-10       0.685     16.874     16.273     NA    NA    NA     0.493     NA    NA    NA    NA    NA    
0.05140     0.05076     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     1.685     9.6800e+09       2.97       3.42       1.611       1.579     NA    NA      0.677       0.677      56.843      56.843      0.0010     .0488e-13       1.329     16.763     15.687     16.168     .4644e+09      .9594e+09       1.809     NA    NA    NA    NA    NA    
0.05140     0.05060     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     0.917     8.0200e+08       0.97       0.85       3.713       4.076       2.259       2.591     -98.000     -98.000     -98.000     -98.000      0.1575     .9636e-10       0.663     NA    NA    16.363     NA    NA     0.189     NA    NA    NA    NA    NA    
0.05140     0.05137     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     0.686     2.8300e+09       0.86       0.63       3.141       2.750       1.971       1.844       3.702       0.987      45.897      44.784      0.2004     .0824e-11       0.816     16.708     16.310     17.772     NA    .7523e+09       0.207     NA    NA    NA    NA    NA    
0.05140     0.05149     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     0.730     3.4400e+10       3.51       3.39       3.673       4.493     NA    NA      1.281       1.048      69.256      69.256      0.0218     .3461e-13       1.327     14.819     14.723     14.974     .1354e+10      .1083e+10       1.954     NA    NA    NA    NA    NA    
0.05140     0.05139     0.545      61.2     1.1324e+11       8     1.9329e+13      0.833     0.440     4.0500e+09       0.82       0.58       4.738       4.579       3.048       3.137       0.071       1.819       3.184      41.758      0.7745     .9123e-10       0.961     16.783     16.239     16.399     NA    .0471e+09       0.349     NA    NA    NA    NA    NA    
0.05214     0.05237     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.506     2.5300e+10       1.83       1.42       8.601      11.072     NA    NA      4.446       3.674      73.852      73.852      2.2094     .7326e-11       0.972     14.580     14.840     14.768     .0376e+10      .0680e+09       0.371     NA    NA    NA    NA    NA    
0.05214     0.05181     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.571     7.8700e+09       1.32       1.49       2.940       3.672       1.587       1.911       1.508       1.381      74.784      74.784      0.0229     .9056e-12       1.214     17.428     NA    16.741     .2799e+08      .4594e+09       0.172     NA    NA    NA    NA    NA    
0.05214     0.05256     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.000     2.8200e+11       5.26       5.63      11.016      13.508     NA    NA    NA    NA    NA    NA     0.0752     .6673e-13       1.453     12.617     12.239     12.470     NA    NA     1.398     NA    NA    NA    NA    NA    
0.05214     0.05262     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.224     3.2200e+10       1.74       2.16       2.489       3.216     NA    NA      1.376       1.331      73.733      73.122      0.0808     .5095e-12       1.523     15.276     15.368     15.221     .6376e+10      .4329e+10       0.952     NA    NA    NA    NA    NA    
0.05214     0.05083     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.298     9.0500e+08       1.32       1.33       4.194       4.450       2.216       2.391       1.615       1.192      75.310      75.310      2.0623     .2788e-09       0.775     NA    NA    16.833     .7288e+08      .3538e+08       0.846     NA    NA    NA    NA    NA    
0.05214     0.05291     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.715     3.7100e+09       1.09       1.09       2.593       2.367       1.502       1.379     NA    NA    NA    NA     0.4920     .3261e-10       0.979     17.044     16.595     16.436     NA    NA     0.676     NA    NA    NA    NA    NA    
0.05214     0.05242     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.509     2.8000e+09       2.30       3.60       3.287       3.161     NA    NA    NA    NA    NA    NA     0.7706     .7520e-10       1.033     16.094     16.752     NA    NA    NA     0.740     NA    NA    NA    NA    NA    
0.05214     0.05253     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     0.600     2.5800e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA     1.2657     .9058e-11       1.381     14.143     14.174     15.509     NA    NA     0.794     NA    NA    NA    NA    NA    
0.05214     0.05147     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     1.221     2.8700e+09       0.93       0.71       4.166       4.149       2.557       2.727       1.582       3.567      57.059      56.360      0.3083     .0742e-10       0.909     17.074     17.235     16.725     NA    .1777e+09       0.476     NA    NA    NA    NA    NA    
0.05214     0.05231     0.624     167.7     1.4461e+11      10     2.9000e+13      0.779     2.090     2.8200e+10       0.86       0.49       5.065       5.414       3.105       3.552       1.806       2.025      80.442      81.346      0.1552     .5025e-12       1.401     15.248     15.051     15.017     NA    .7534e+10       0.425     NA    NA    NA    NA    NA    
0.05207     0.05263     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     0.182     1.5900e+10       2.15       2.17       2.272       2.166     NA    NA      0.962       0.765      49.860      49.860      0.0001     .0000e-14       1.127     15.388     15.164     15.534     .6552e+09      .1007e+10      NA    18.196    16.724    16.138    15.816    15.615    
0.05207     0.05161     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     0.000     5.8800e+10       3.66       3.24       2.816       2.921     NA    NA      1.088       1.341      64.340      63.952      0.0001     .0000e-14       1.307     15.087     14.801     15.173     .6767e+10      .3915e+10      NA    18.234    16.591    15.89    15.51    15.276    
0.05207     0.05305     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     0.230     5.1000e+09       2.69       2.43       3.068       2.852     NA    NA    NA      1.789     NA     47.055      0.0001     .0000e-14       1.177     17.059     16.860     17.217     NA    NA    NA    19.778    18.407    17.788    17.436    17.33    
0.05207     0.05236     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     0.531     6.1900e+09       2.56       2.32       1.897       1.891     NA    NA      0.827       0.635      56.626      59.097      0.0101     .6262e-12       1.150     17.098     16.547     17.004     .2566e+09      .5454e+09       0.383     19.292    18.296    17.699    17.413    17.178    
0.05207     0.05119     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     0.695     2.6900e+09       2.15       2.35       2.256       2.413     NA    NA      1.250       1.522      33.022      33.022      0.0001     .0000e-14       0.966     16.906     16.822     17.617     .1570e+08      .9328e+09      NA    19.535    18.326    17.714    17.478    17.317    
0.05207     0.05241     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     0.443     1.6000e+10       2.98       3.01       3.964       3.860     NA    NA      2.379       2.379      34.614      34.614      0.5604     .5024e-11       1.155     15.558     15.524     15.447     .2008e+09      .8524e+09      NA    18.111    16.969    16.391    16.038    15.872    
0.05207     0.05111     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     1.007     2.2600e+10       2.31       1.43       9.639       7.582       3.074     NA      3.232       4.679      28.357      28.357      2.8635     .2670e-10       0.930     14.860     14.242     14.402     .8672e+09      .3348e+10       0.600     17.069    15.969    15.509    15.26    15.266    
0.05207     0.05137     0.402     221.0     6.7265e+10       8     7.7814e+12     -0.277     1.611     7.2700e+08       0.70       0.72       3.103       3.467       2.059       2.245     -98.000       1.330     -98.000      66.691      0.5666     .7939e-10       0.668     18.145     16.615     NA    NA    NA     0.574     19.633    18.651    18.402    18.448    18.342    
0.05153     0.05210     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     1.394     3.5000e+10       2.69       2.18       4.752       4.379     NA    NA      1.360       1.186      76.489      76.489      0.0051     .4638e-13       1.364     15.029     14.845     15.149     .5076e+10      .1402e+10      NA    18.375    16.741    16.002    15.633    15.409    
0.05153     0.05191     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     0.237     6.9700e+10       3.16       2.99       2.126       2.242     NA    NA      1.401       1.401      79.175      79.175      0.0866     .2425e-12       1.317     15.103     14.863     15.094     .5139e+10      .8965e+09      NA    18.486    16.689    15.987    15.617    15.373    
0.05153     0.05202     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     0.488     4.9200e+09       1.49       1.53       5.050       5.010     NA    NA      2.457       1.728      76.311      76.311      0.3806     .7360e-11       1.032     16.662     16.811     NA    .9982e+08      .8162e+09      NA    NA    18.216    17.7    17.312    17.821    
0.05153     0.05158     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     0.000     1.5900e+11       4.85       4.59       6.233       7.314     NA    NA      2.613       2.669      39.509      34.810      0.5499     .4584e-12       1.355     13.939     13.635     13.920     .4091e+10      .7729e+10      NA    17.258    15.678    14.938    14.555    14.314    
0.05153     0.05228     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     0.853     9.5700e+10       3.86       3.75       3.167       3.696     NA    NA      2.257       2.257      68.831      68.831      0.2781     .9056e-12       1.343     14.526     14.351     14.599     .1919e+10      .0104e+09      NA    17.741    16.157    15.448    15.09    14.878    
0.05153     0.05151     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     1.197     6.3900e+09     NA      0.85     NA      6.168       3.361       3.939     NA      0.014     NA     16.741      0.0260     .0702e-12       0.971     14.873     NA    15.751     NA    NA    -0.711     16.859    16.729    16.752    16.112    16.257    
0.05153     0.05133     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     1.555     1.6400e+09       1.08       0.78       5.768       6.069       3.337       3.840       3.104       4.653      81.418      82.586      0.1209     .3720e-11       0.930     17.240     17.259     16.963     .8049e+07      .3666e+09       1.143     19.737    18.575    18.11    17.833    19.122    
0.05153     0.05027     0.510     170.8     1.0082e+11       8     1.5814e+13      0.466     1.326     2.0200e+09       1.19       0.76       4.709       4.324     NA    NA    NA    NA    NA    NA     0.2776     .3742e-10       0.766     NA    NA    NA    NA    NA    NA    19.018    18.1    17.805    17.573    17.937    
0.05154     0.05041     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     4.405     1.6293e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05115     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     4.091     1.1858e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05154     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     3.623     1.7100e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05126     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.382     1.0700e+10       1.70       1.29       6.797       6.512       3.368       3.790       6.034       1.795      57.214      57.365      0.2960     .7660e-11       1.155     15.616     15.134     15.173     .8178e+09      .7036e+09       0.707     18.215    17.057    16.508    16.2    16.0    
0.05154     0.05167     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.810     4.9300e+08       1.23       1.02       4.587       4.163       2.455       2.462       2.273       3.691      45.722      50.600      0.0112     .2751e-11       0.305     NA    NA    NA    .1110e+08      .4386e+08       0.532     20.391    18.175    18.636    17.632    NA    
0.05154     0.05128     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.215     1.4400e+10       1.43       1.15       4.592       5.073       2.395       2.894       0.944       0.925      75.996      75.996      0.4712     .2726e-11       1.315     15.311     14.907     15.082     .2929e+09      .0554e+10       0.676     18.463    17.089    16.458    16.087    15.79    
0.05154     0.05220     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     2.255     1.0900e+11       2.59       1.83      13.058      16.348     NA    NA    NA    NA    NA    NA    17.3276     .5897e-10       1.254     13.760     13.566     13.757     NA    NA     0.688     16.587    15.363    14.733    14.328    14.097    
0.05154     0.05220     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     2.258     5.5500e+10       2.01       1.51       5.022       5.604     NA    NA    NA    NA    NA    NA     3.4002     .1264e-11       1.391     14.603     14.408     14.570     NA    NA     0.648     17.858    16.438    15.73    15.322    15.057    
0.05154     0.05233     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     2.731     9.3000e+09       1.59       0.90       5.865       4.896       2.756       3.005       0.151     NA     31.851     NA     6.3389     .8160e-10       0.779     15.253     15.228     15.521     NA    NA     0.597     17.427    16.378    16.014    15.762    15.731    
0.05154     0.05268     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     3.143     2.3768e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05162     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.904     1.7800e+10       1.01       0.72       5.033       5.733       2.985       3.753     -98.000     NA    -98.000     NA     1.6667     .3638e-11       1.147     NA    NA    NA    NA    NA     0.629     17.479    16.501    15.927    15.602    15.455    
0.05154     0.05039     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.821     2.4800e+09       0.78       0.46       2.611       2.548       1.689       1.769       0.384       1.306      37.582      34.765      4.0665     .6397e-09       0.754     16.119     15.906     16.331     NA    .9711e+09       0.700     18.024    17.171    16.834    16.548    16.562    
0.05154     0.05215     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.557     1.2400e+10       3.19       3.68       2.388       3.456     NA    NA      0.825       0.834      57.529      58.280      0.7013     .6559e-11       1.122     15.776     15.743     15.731     .4263e+09      .7305e+09       0.588     18.129    17.085    16.529    16.195    15.903    
0.05154     0.05125     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.573     5.1051e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05063     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.114     1.5700e+09       0.73       0.66       5.398       6.122       3.504       4.009       2.394     -98.000      80.525     -98.000      0.0651     .1450e-11       0.850     17.093     17.142     16.513     NA    NA     0.825     NA    17.929    17.759    17.426    18.938    
0.05154     0.05213     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.710     9.4189e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05262     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.192     5.5081e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05213     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     1.078     2.2900e+08       0.93       0.88       2.852       3.016       1.726       1.888       1.970       1.540      63.138      63.263      1.9550     .5372e-09       0.791     17.279     NA    NA    NA    .3477e+08       0.515     19.454    19.13    18.826    18.576    18.973    
0.05154     0.05195     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.000     3.6813e+11     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05006     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.123     3.2434e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05242     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.337     1.3996e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05154     0.05080     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.953     4.1400e+09       1.50       1.60       3.760       3.951       1.886       1.935     -98.000       1.309     -98.000      65.408      0.3052     .3720e-11       1.100     17.077     15.720     16.527     NA    NA     0.626     19.194    17.984    17.474    17.124    17.048    
0.05154     0.05285     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.790     4.5900e+10       4.64       5.17       3.570       4.459     NA    NA    NA    NA    NA    NA     0.0001     .0000e-14       1.368     15.470     15.233     15.394     NA    NA     2.486     18.44    17.01    16.31    15.93    15.695    
0.05154     0.05196     0.856     222.3     2.7755e+11      23     7.5057e+13      0.921     0.966     1.1722e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05215     0.05232     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     1.123     2.6500e+09       0.92       0.74       2.494       2.442       1.533       1.695       0.284       0.310      31.300      28.689      0.2542     .5906e-11       0.784     17.275     17.198     NA    NA    .2593e+09      NA    19.351    18.477    18.028    17.877    17.572    
0.05215     0.05311     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     0.000     1.2200e+11       5.05       4.49       4.813       4.912     NA    NA    NA    NA    NA    NA     0.0356     .9212e-13       1.323     14.465     14.389     14.609     NA    NA    NA    17.931    16.198    15.486    15.095    14.851    
0.05215     0.05222     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     0.241     7.5000e+09       1.10       0.91       2.937       3.064       1.695       1.874       0.031       2.334      44.117      43.884      0.8620     .1493e-10       0.705     17.366     17.005     16.098     .8084e+07      .3832e+09      NA    18.151    17.215    16.864    16.616    16.58    
0.05215     0.05207     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     0.452     3.0500e+10       4.87       4.01       3.600       3.456     NA    NA    NA    NA    NA    NA     0.1426     .6759e-12       1.318     15.483     15.082     15.574     NA    NA    NA    18.798    17.11    16.403    16.061    15.794    
0.05215     0.05128     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     0.871     5.3800e+10       4.51       3.95       2.564       2.643     NA    NA      1.087       0.972      69.316      69.316      0.0668     .2425e-12       1.363     15.380     15.304     15.618     .5331e+10      .2577e+09      NA    18.617    17.039    16.312    15.927    15.672    
0.05215     0.05248     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     0.512     2.4300e+10       3.59       3.37       2.288       2.507     NA    NA    NA      1.101     NA     64.756      0.0492     .0245e-12       1.260     16.017     16.171     16.054     NA    NA    NA    19.329    17.527    16.863    16.522    16.255    
0.05215     0.05270     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     0.915     3.3400e+10       1.92       1.47       3.507       3.628     NA    NA      1.926       1.921      69.585      69.585      0.0838     .5083e-12       1.264     15.785     15.844     15.735     .8672e+09      .2150e+09      NA    18.87    17.323    16.648    16.302    16.066    
0.05215     0.05246     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     1.627     1.0600e+10       1.54       0.96       4.049       4.910     NA    NA      1.793       1.793      77.742      77.742      0.4714     .4474e-11       1.286     15.675     16.472     15.935     .5648e+09      .8046e+09      NA    19.136    17.654    17.002    16.614    16.394    
0.05215     0.05168     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     1.319     2.6000e+09       0.80       0.64       3.370       3.604       2.146       2.384     -98.000       1.014     -98.000      68.691      0.1691     .5056e-11       0.708     17.584     NA    17.308     NA    NA    NA    19.286    18.639    18.258    17.922    17.975    
0.05215     0.05189     0.468     140.0     8.7041e+10      10     1.2231e+13      1.248     1.513     3.5700e+09       4.73       4.01       2.506       2.174     NA    NA      0.602       0.482      57.316      57.316      0.0001     .0000e-14       1.197     17.359     16.524     16.925     .9247e+09      .4696e+09      NA    19.67    18.522    17.764    17.478    17.377    
0.05237     0.05251     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     2.522     3.7400e+09       1.20       1.07       5.705       6.485       3.205       3.761       1.645       2.538      73.342      73.211      1.6436     .3947e-10       0.631     16.011     16.277     17.895     .7774e+08      .9977e+09       0.573     18.6    17.508    17.122    16.933    16.686    
0.05237     0.05192     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     2.090     1.3700e+09       1.99       1.39       3.759       3.865     NA    NA      2.978       2.978      41.062      41.062      2.6859     .9605e-09       0.530     16.795     17.823     NA    .6127e+09      .5866e+07       0.410     18.423    17.831    17.519    17.326    17.299    
0.05237     0.05127     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     2.533     1.0000e+10       0.70       0.54       6.687       7.656       4.395       5.189       2.527       4.271      80.393      80.354      0.8450     .4501e-11       1.239     15.647     15.165     15.368     NA    .5482e+09       0.598     18.806    17.719    17.042    16.637    16.291    
0.05237     0.05344     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     1.393     4.2100e+09       1.10       0.65       7.544       6.945       4.317       4.546       2.576     NA     76.791     NA     2.0281     .8173e-10       1.192     15.792     15.781     16.380     NA    NA     0.708     18.696    17.699    17.212    16.976    16.687    
0.05237     0.05305     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     1.039     1.4700e+10       5.00       4.17       1.726       1.669     NA    NA      0.674       0.674      43.543      43.543      0.0071     .8604e-13       1.322     16.022     15.889     15.951     .0504e+10      .7174e+09       1.672     19.378    17.751    16.989    16.617    16.327    
0.05237     0.05263     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     0.000     1.2500e+11       5.90       5.30      12.367      13.700     NA    NA      2.462       2.462       7.022       7.022      0.3365     .6924e-12       1.148     14.085     13.869     14.335     .3235e+10      .9613e+10       0.812     17.296    15.721    15.005    14.634    14.474    
0.05237     0.05159     0.418     255.8     7.1735e+10       7     8.7086e+12      0.259     0.819     6.2000e+09       1.28       1.32       2.715       3.045     NA    NA    NA    NA    NA    NA     0.2466     .9772e-11       0.481     17.209     NA    NA    NA    NA     0.384     21.844    19.615    18.258    18.063    18.515    
0.05305     0.05461     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     1.990     6.5700e+10       2.64       2.54       6.041       7.525     NA    NA      3.620       3.537      34.230      32.632      2.4051     .6608e-11       1.348     NA    NA    NA    .9122e+10      .1052e+09       0.479     17.365    16.332    15.643    15.256    15.046    
0.05305     0.05248     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     1.014     9.8500e+08       1.19       0.74       4.286       4.318       2.397       2.797       1.617       2.790      58.237      56.627      3.9553     .0155e-09       0.740     17.432     17.102     NA    NA    .3145e+09       0.760     18.969    18.149    17.752    17.578    17.35    
0.05305     0.05277     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     1.394     4.2500e+10       2.36       1.71       6.746       7.625     NA    NA      2.938       2.938      64.517      64.517      4.9244     .1587e-10       1.106     14.237     13.953     14.391     .2208e+10      .6822e+10       0.547     16.841    15.672    15.117    14.756    14.556    
0.05305     0.05323     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     2.007     1.6000e+10       1.31       0.88       4.108       4.779     NA    NA      2.866       2.991      82.622      82.622      0.5991     .7446e-11       1.478     15.300     14.993     15.066     .0215e+10      .5790e+10       0.497     18.603    17.378    16.675    16.246    15.919    
0.05305     0.05277     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     0.947     1.9300e+09       0.95       0.82       3.588       3.518       2.180       2.229     NA      0.351     NA     43.570      1.8029     .3416e-10       0.640     16.922     16.145     16.458     NA    NA     0.638     18.812    17.667    17.365    17.174    16.981    
0.05305     0.05502     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     2.297     6.0534e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05305     0.05204     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     0.753     6.5500e+10       3.08       2.22       3.162       3.069     NA    NA      2.678       2.678      72.534      72.534      0.0129     .9759e-13       1.452     14.364     14.161     14.408     .8865e+10      .1406e+10       1.796     17.828    16.154    15.396    15.024    14.726    
